ref,Site Address,Proposal,Total units on devt,Ward,Parish,Deed Ref,Deed Type,Date Signed,RSL,Tenure,No of units for this mix type,% AH of total units for permission,Mix type
11-AP-0196,"THE WILFRED SHELDON CENTRE, ST GILES HOSPITAL, ST GILES ROAD, LONDON, SE5 7RN","The erection of 9, three and four storey town houses  (1 x 3 bed, 6 x 4 bed, 2 x 5 bed) in a terrace with 7 car parking spaces with access from St Giles Road, cycle and associated refuse storage together with alterations to the listed boundary wall.",9.00,Brunswick Park Ward (Camberwell),Camberwell,Principal Deed,S106 Agreement,12/05/2011,TO BE CONFIRMED,Social Rent,2,22.22,5 Bed
11-AP-0217,"20-30 WILDS RENTS, LONDON, SE1 4QG","Erection of a building of five storeys comprising 37 residential units (7 x 3-bed, 13 x 2-bed, 17 x 1-bed), commercial units for use as office/community use (use class B1/D1), and associated servicing, cycle parking and car parking (4 car parking spaces and 46 cycle parking spaces).",37.00,Chaucer Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,03/08/2011,TO BE CONFIRMED,Social Rent,1,2.70,2 bed wch/acc
11-AP-0217,"20-30 WILDS RENTS, LONDON, SE1 4QG","Erection of a building of five storeys comprising 37 residential units (7 x 3-bed, 13 x 2-bed, 17 x 1-bed), commercial units for use as office/community use (use class B1/D1), and associated servicing, cycle parking and car parking (4 car parking spaces and 46 cycle parking spaces).",37.00,Chaucer Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,03/08/2011,TO BE CONFIRMED,Social Rent,5,13.51,3 bed wch/acc
11-AP-0914,"143-149  RYE LANE, LONDON, SE15 4ST","Retention of front facade at 143-147 Rye Lane and construction of 9 residential units (6x 2 bedrooms and 3x 3 bedrooms) on the upper floors of the site at 143-149 Rye Lane; with internal corridors connecting to the site at 1-15 Bournemouth Road; in a maximum 4 storey building with retail at ground floor and associated refuse and cycle storage to be provided as part of the development at 1-15 Bournemouth Road. 

This application is in association with planning application references: 06-AP-0069 and 11-AP-0069.",63.00,The Lane Ward (P&N),Peckham and Nunhead,Principal Deed,S106 Agreement,14/07/2011,TO BE CONFIRMED,Aff Rent,7,11.11,1 Bed
11-AP-0914,"143-149  RYE LANE, LONDON, SE15 4ST","Retention of front facade at 143-147 Rye Lane and construction of 9 residential units (6x 2 bedrooms and 3x 3 bedrooms) on the upper floors of the site at 143-149 Rye Lane; with internal corridors connecting to the site at 1-15 Bournemouth Road; in a maximum 4 storey building with retail at ground floor and associated refuse and cycle storage to be provided as part of the development at 1-15 Bournemouth Road. 

This application is in association with planning application references: 06-AP-0069 and 11-AP-0069.",63.00,The Lane Ward (P&N),Peckham and Nunhead,Principal Deed,S106 Agreement,14/07/2011,TO BE CONFIRMED,Shared Own,16,25.40,Not known
11-AP-0963,"41-55 ROTHERHITHE OLD ROAD, LONDON, SE16 2PR","Erection of a four-storey building to provide 16 residential units (5x1, 6x2 and 5x3 bedroom flats), 1 disabled parking spaces and 18 cycle parking spaces.",16.00,Rotherhithe Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,11/08/2011,TO BE CONFIRMED,Intermediate,2,12.50,1 Bed
11-AP-0963,"41-55 ROTHERHITHE OLD ROAD, LONDON, SE16 2PR","Erection of a four-storey building to provide 16 residential units (5x1, 6x2 and 5x3 bedroom flats), 1 disabled parking spaces and 18 cycle parking spaces.",16.00,Rotherhithe Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,11/08/2011,TO BE CONFIRMED,Intermediate,2,12.50,2 Bed
11-AP-0963,"41-55 ROTHERHITHE OLD ROAD, LONDON, SE16 2PR","Erection of a four-storey building to provide 16 residential units (5x1, 6x2 and 5x3 bedroom flats), 1 disabled parking spaces and 18 cycle parking spaces.",16.00,Rotherhithe Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,11/08/2011,TO BE CONFIRMED,Intermediate,1,6.25,3 Bed
11-AP-0963,"41-55 ROTHERHITHE OLD ROAD, LONDON, SE16 2PR","Erection of a four-storey building to provide 16 residential units (5x1, 6x2 and 5x3 bedroom flats), 1 disabled parking spaces and 18 cycle parking spaces.",16.00,Rotherhithe Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,11/08/2011,TO BE CONFIRMED,Intermediate,1,6.25,3 bed wch/acc
11-AP-1180,"434-452 OLD KENT ROAD, LONDON, SE1 5AG","The demolition of existing buildings and the construction of a six storey plus basement building fronting onto Old Kent Road with 283sqm of floorspace at ground floor level for any use within Class A1/A2//A3/A5/B1 and/or D1 with residential above, a series of three residential buildings at the southern end of the site at five storeys, and a four storey residential building fronting Ossory Road, all to provide a total of 85 residential units.  Provision of vehicular access from Ossory Road, servicing bay, basement car parking, landscaping, open space and refuse/recycling facilities.",85.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,16/08/2011,TO BE CONFIRMED,Shared Own,9,10.59,2 Bed
11-AP-1180,"434-452 OLD KENT ROAD, LONDON, SE1 5AG","The demolition of existing buildings and the construction of a six storey plus basement building fronting onto Old Kent Road with 283sqm of floorspace at ground floor level for any use within Class A1/A2//A3/A5/B1 and/or D1 with residential above, a series of three residential buildings at the southern end of the site at five storeys, and a four storey residential building fronting Ossory Road, all to provide a total of 85 residential units.  Provision of vehicular access from Ossory Road, servicing bay, basement car parking, landscaping, open space and refuse/recycling facilities.",85.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed - Plans,S106 Agreement,16/08/2011,TO BE CONFIRMED,Shared Own,9,10.59,2 Bed
11-AP-1180,"434-452 OLD KENT ROAD, LONDON, SE1 5AG","The demolition of existing buildings and the construction of a six storey plus basement building fronting onto Old Kent Road with 283sqm of floorspace at ground floor level for any use within Class A1/A2//A3/A5/B1 and/or D1 with residential above, a series of three residential buildings at the southern end of the site at five storeys, and a four storey residential building fronting Ossory Road, all to provide a total of 85 residential units.  Provision of vehicular access from Ossory Road, servicing bay, basement car parking, landscaping, open space and refuse/recycling facilities.",85.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,16/08/2011,TO BE CONFIRMED,Social Rent,2,2.35,2 Bed
11-AP-1180,"434-452 OLD KENT ROAD, LONDON, SE1 5AG","The demolition of existing buildings and the construction of a six storey plus basement building fronting onto Old Kent Road with 283sqm of floorspace at ground floor level for any use within Class A1/A2//A3/A5/B1 and/or D1 with residential above, a series of three residential buildings at the southern end of the site at five storeys, and a four storey residential building fronting Ossory Road, all to provide a total of 85 residential units.  Provision of vehicular access from Ossory Road, servicing bay, basement car parking, landscaping, open space and refuse/recycling facilities.",85.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed - Plans,S106 Agreement,16/08/2011,TO BE CONFIRMED,Social Rent,2,2.35,2 Bed
11-AP-1180,"434-452 OLD KENT ROAD, LONDON, SE1 5AG","The demolition of existing buildings and the construction of a six storey plus basement building fronting onto Old Kent Road with 283sqm of floorspace at ground floor level for any use within Class A1/A2//A3/A5/B1 and/or D1 with residential above, a series of three residential buildings at the southern end of the site at five storeys, and a four storey residential building fronting Ossory Road, all to provide a total of 85 residential units.  Provision of vehicular access from Ossory Road, servicing bay, basement car parking, landscaping, open space and refuse/recycling facilities.",85.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,16/08/2011,TO BE CONFIRMED,Shared Own,3,3.53,3 Bed
11-AP-1180,"434-452 OLD KENT ROAD, LONDON, SE1 5AG","The demolition of existing buildings and the construction of a six storey plus basement building fronting onto Old Kent Road with 283sqm of floorspace at ground floor level for any use within Class A1/A2//A3/A5/B1 and/or D1 with residential above, a series of three residential buildings at the southern end of the site at five storeys, and a four storey residential building fronting Ossory Road, all to provide a total of 85 residential units.  Provision of vehicular access from Ossory Road, servicing bay, basement car parking, landscaping, open space and refuse/recycling facilities.",85.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed - Plans,S106 Agreement,16/08/2011,TO BE CONFIRMED,Shared Own,3,3.53,3 Bed
11-AP-1180,"434-452 OLD KENT ROAD, LONDON, SE1 5AG","The demolition of existing buildings and the construction of a six storey plus basement building fronting onto Old Kent Road with 283sqm of floorspace at ground floor level for any use within Class A1/A2//A3/A5/B1 and/or D1 with residential above, a series of three residential buildings at the southern end of the site at five storeys, and a four storey residential building fronting Ossory Road, all to provide a total of 85 residential units.  Provision of vehicular access from Ossory Road, servicing bay, basement car parking, landscaping, open space and refuse/recycling facilities.",85.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,16/08/2011,TO BE CONFIRMED,Social Rent,3,3.53,3 Bed
11-AP-1180,"434-452 OLD KENT ROAD, LONDON, SE1 5AG","The demolition of existing buildings and the construction of a six storey plus basement building fronting onto Old Kent Road with 283sqm of floorspace at ground floor level for any use within Class A1/A2//A3/A5/B1 and/or D1 with residential above, a series of three residential buildings at the southern end of the site at five storeys, and a four storey residential building fronting Ossory Road, all to provide a total of 85 residential units.  Provision of vehicular access from Ossory Road, servicing bay, basement car parking, landscaping, open space and refuse/recycling facilities.",85.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed - Plans,S106 Agreement,16/08/2011,TO BE CONFIRMED,Social Rent,3,3.53,3 Bed
11-AP-1180,"434-452 OLD KENT ROAD, LONDON, SE1 5AG","The demolition of existing buildings and the construction of a six storey plus basement building fronting onto Old Kent Road with 283sqm of floorspace at ground floor level for any use within Class A1/A2//A3/A5/B1 and/or D1 with residential above, a series of three residential buildings at the southern end of the site at five storeys, and a four storey residential building fronting Ossory Road, all to provide a total of 85 residential units.  Provision of vehicular access from Ossory Road, servicing bay, basement car parking, landscaping, open space and refuse/recycling facilities.",85.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,16/08/2011,TO BE CONFIRMED,Shared Own,1,1.18,4 Bed
11-AP-1180,"434-452 OLD KENT ROAD, LONDON, SE1 5AG","The demolition of existing buildings and the construction of a six storey plus basement building fronting onto Old Kent Road with 283sqm of floorspace at ground floor level for any use within Class A1/A2//A3/A5/B1 and/or D1 with residential above, a series of three residential buildings at the southern end of the site at five storeys, and a four storey residential building fronting Ossory Road, all to provide a total of 85 residential units.  Provision of vehicular access from Ossory Road, servicing bay, basement car parking, landscaping, open space and refuse/recycling facilities.",85.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed - Plans,S106 Agreement,16/08/2011,TO BE CONFIRMED,Shared Own,1,1.18,4 Bed
11-AP-1180,"434-452 OLD KENT ROAD, LONDON, SE1 5AG","The demolition of existing buildings and the construction of a six storey plus basement building fronting onto Old Kent Road with 283sqm of floorspace at ground floor level for any use within Class A1/A2//A3/A5/B1 and/or D1 with residential above, a series of three residential buildings at the southern end of the site at five storeys, and a four storey residential building fronting Ossory Road, all to provide a total of 85 residential units.  Provision of vehicular access from Ossory Road, servicing bay, basement car parking, landscaping, open space and refuse/recycling facilities.",85.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,16/08/2011,TO BE CONFIRMED,Social Rent,3,3.53,4 Bed
11-AP-1180,"434-452 OLD KENT ROAD, LONDON, SE1 5AG","The demolition of existing buildings and the construction of a six storey plus basement building fronting onto Old Kent Road with 283sqm of floorspace at ground floor level for any use within Class A1/A2//A3/A5/B1 and/or D1 with residential above, a series of three residential buildings at the southern end of the site at five storeys, and a four storey residential building fronting Ossory Road, all to provide a total of 85 residential units.  Provision of vehicular access from Ossory Road, servicing bay, basement car parking, landscaping, open space and refuse/recycling facilities.",85.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed - Plans,S106 Agreement,16/08/2011,TO BE CONFIRMED,Social Rent,3,3.53,4 Bed
11-AP-2012,"BRANDON HOUSE, 180 BOROUGH HIGH STREET, LONDON, SE1 1LW","Demolition of existing building and erection of a building (with basement) up to eight storeys in height (maximum 28.50m at corner) fronting Marshalsea Road and Borough High Street comprising office / retail floorspace (Class B1 / Class A use) and 96 residential units; erection of a four storey mews building to the rear (13.10m) comprising 4 residential units; provision of open space with ancillary plant, car parking and servicing, works of hard and soft landscaping and new pedestrian access to Borough High Street together with other associated and enabling works",96.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,13/09/2013,TO BE CONFIRMED,Social Rent,4,4.17,1 Bed
11-AP-2012,"BRANDON HOUSE, 180 BOROUGH HIGH STREET, LONDON, SE1 1LW","Demolition of existing building and erection of a building (with basement) up to eight storeys in height (maximum 28.50m at corner) fronting Marshalsea Road and Borough High Street comprising office / retail floorspace (Class B1 / Class A use) and 96 residential units; erection of a four storey mews building to the rear (13.10m) comprising 4 residential units; provision of open space with ancillary plant, car parking and servicing, works of hard and soft landscaping and new pedestrian access to Borough High Street together with other associated and enabling works",96.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Variation 3,Variation,22/05/2017,TO BE CONFIRMED,Social Rent,4,4.17,1 Bed
